Day   0 -      no restrictions: current guests:     4/   26, occupancy: 0.153846, newly infected:       3, currently infected:       3, total fully vaccined:       0, recovered:       0, ballance:    -2875
Day 360 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15861, currently infected:  128937, total fully vaccined:  220259, recovered: 1055415, ballance:  -251075
Day 361 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13816, currently infected:  133216, total fully vaccined:  227236, recovered: 1064952, ballance:  -253950
Day 362 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14612, currently infected:  138814, total fully vaccined:  233270, recovered: 1073966, ballance:  -256825
Day 363 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14815, currently infected:  144746, total fully vaccined:  238819, recovered: 1082849, ballance:  -259700
Day 364 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7885, currently infected:  147471, total fully vaccined:  244168, recovered: 1088009, ballance:  -262575
Day 365 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4571, currently infected:  149191, total fully vaccined:  244725, recovered: 1090860, ballance:  -265450
Day 366 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12191, currently infected:  152588, total fully vaccined:  245275, recovered: 1099654, ballance:  -268325
Day 367 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   16816, currently infected:  156736, total fully vaccined:  248721, recovered: 1112322, ballance:  -271200
Day 368 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15230, currently infected:  161036, total fully vaccined:  252263, recovered: 1123252, ballance:  -274075
Day 369 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14714, currently infected:  164045, total fully vaccined:  256767, recovered: 1134957, ballance:  -276950
Day 370 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13162, currently infected:  165843, total fully vaccined:  261450, recovered: 1146321, ballance:  -279825
Day 371 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9167, currently infected:  168172, total fully vaccined:  266869, recovered: 1153159, ballance:  -282700
Day 372 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3960, currently infected:  168111, total fully vaccined:  267729, recovered: 1157180, ballance:  -285575
Day 373 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10524, currently infected:  167324, total fully vaccined:  268569, recovered: 1168491, ballance:  -288450
Day 374 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15380, currently infected:  166843, total fully vaccined:  273422, recovered: 1184352, ballance:  -291325
Day 375 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14529, currently infected:  167556, total fully vaccined:  279801, recovered: 1198168, ballance:  -294200
Day 376 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11274, currently infected:  164218, total fully vaccined:  286753, recovered: 1212780, ballance:  -297075
Day 377 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15110, currently infected:  164513, total fully vaccined:  295122, recovered: 1227595, ballance:  -299950
Day 378 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6970, currently infected:  163598, total fully vaccined:  303613, recovered: 1235480, ballance:  -302825
Day 379 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3342, currently infected:  162369, total fully vaccined:  304919, recovered: 1240051, ballance:  -305700
Day 380 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10542, currently infected:  160720, total fully vaccined:  306071, recovered: 1252242, ballance:  -308575
Day 381 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14029, currently infected:  157933, total fully vaccined:  314844, recovered: 1269058, ballance:  -311450
Day 382 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12028, currently infected:  154731, total fully vaccined:  325377, recovered: 1284288, ballance:  -314325
Day 383 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10677, currently infected:  150694, total fully vaccined:  335881, recovered: 1299002, ballance:  -317200
Day 384 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9710, currently infected:  147242, total fully vaccined:  348292, recovered: 1312164, ballance:  -320075
Day 385 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10141, currently infected:  148216, total fully vaccined:  361897, recovered: 1321331, ballance:  -322950
Day 386 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2214, currently infected:  146470, total fully vaccined:  363922, recovered: 1325291, ballance:  -325825
Day 387 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8205, currently infected:  144151, total fully vaccined:  365479, recovered: 1335815, ballance:  -328700
Day 388 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10972, currently infected:  139743, total fully vaccined:  377979, recovered: 1351195, ballance:  -331575
Day 389 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8851, currently infected:  134065, total fully vaccined:  391327, recovered: 1365724, ballance:  -334450
Day 390 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7946, currently infected:  130737, total fully vaccined:  407060, recovered: 1376998, ballance:  -337325
Day 391 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7714, currently infected:  123341, total fully vaccined:  424908, recovered: 1392108, ballance:  -340200
Day 392 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4008, currently infected:  120379, total fully vaccined:  442408, recovered: 1399078, ballance:  -343075
Day 393 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1743, currently infected:  118780, total fully vaccined:  447254, recovered: 1402420, ballance:  -345950
Day 394 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6896, currently infected:  115134, total fully vaccined:  451393, recovered: 1412962, ballance:  -348825
Day 395 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8664, currently infected:  109769, total fully vaccined:  472128, recovered: 1426991, ballance:  -351700
Day 396 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7285, currently infected:  105026, total fully vaccined:  494302, recovered: 1439019, ballance:  -354575
Day 397 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6248, currently infected:  100597, total fully vaccined:  521357, recovered: 1449696, ballance:  -357450
Day 398 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3869, currently infected:   94756, total fully vaccined:  553397, recovered: 1459406, ballance:  -360325
Day 399 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2162, currently infected:   86777, total fully vaccined:  566183, recovered: 1469547, ballance:  -363200
Day 400 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1924, currently infected:   86487, total fully vaccined:  577102, recovered: 1471761, ballance:  -366075
Day 401 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1425, currently infected:   79707, total fully vaccined:  586020, recovered: 1479966, ballance:  -368950
Day 402 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5532, currently infected:   74267, total fully vaccined:  593202, recovered: 1490938, ballance:  -371825
Day 403 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7071, currently infected:   72487, total fully vaccined:  622453, recovered: 1499789, ballance:  -374700
Day 404 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5305, currently infected:   69846, total fully vaccined:  644679, recovered: 1507735, ballance:  -377575
Day 405 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4819, currently infected:   66951, total fully vaccined:  675699, recovered: 1515449, ballance:  -380450
Day 406 -      no restrictions: current guests:     1/   26, occupancy: 0.038462, newly infected:    2217, currently infected:   65160, total fully vaccined:  705874, recovered: 1519457, ballance:  -379825
Day 407 -      no restrictions: current guests:     7/   26, occupancy: 0.269231, newly infected:     995, currently infected:   64412, total fully vaccined:  721162, recovered: 1521200, ballance:  -379900
Day 408 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:    3853, currently infected:   61369, total fully vaccined:  731202, recovered: 1528096, ballance:  -382775
Day 409 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:    5087, currently infected:   57792, total fully vaccined:  756335, recovered: 1536760, ballance:  -385650
Day 410 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:    3723, currently infected:   54230, total fully vaccined:  782364, recovered: 1544045, ballance:  -387825
Day 411 -      no restrictions: current guests:    12/   26, occupancy: 0.461538, newly infected:    3256, currently infected:   51238, total fully vaccined:  809720, recovered: 1550293, ballance:  -376000
Day 412 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:    3238, currently infected:   50607, total fully vaccined:  835465, recovered: 1554162, ballance:  -378875
Day 413 -      no restrictions: current guests:    16/   26, occupancy: 0.615385, newly infected:    1540, currently infected:   49985, total fully vaccined:  861105, recovered: 1556324, ballance:  -378250
Day 414 -      no restrictions: current guests:    11/   26, occupancy: 0.423077, newly infected:     830, currently infected:   48891, total fully vaccined:  870129, recovered: 1558248, ballance:  -372725
Day 415 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:    3319, currently infected:   50785, total fully vaccined:  875110, recovered: 1559673, ballance:  -374900
Day 416 -      no restrictions: current guests:    16/   26, occupancy: 0.615385, newly infected:    3831, currently infected:   49084, total fully vaccined:  890532, recovered: 1565205, ballance:  -358175
Day 417 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:    2971, currently infected:   44984, total fully vaccined:  906387, recovered: 1572276, ballance:  -351250
Day 418 -      no restrictions: current guests:    20/   26, occupancy: 0.769231, newly infected:    2629, currently infected:   42308, total fully vaccined:  920734, recovered: 1577581, ballance:  -345725
Day 419 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:    2607, currently infected:   40096, total fully vaccined:  938107, recovered: 1582400, ballance:  -348600
Day 420 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:    1315, currently infected:   39194, total fully vaccined:  950157, recovered: 1584617, ballance:  -351475
Day 421 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     823, currently infected:   39022, total fully vaccined:  955399, recovered: 1585612, ballance:  -353650
Day 422 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:    2571, currently infected:   37740, total fully vaccined:  959396, recovered: 1589465, ballance:  -356525
Day 423 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:    3256, currently infected:   35909, total fully vaccined:  966946, recovered: 1594552, ballance:  -359400
Day 424 -      no restrictions: current guests:    18/   26, occupancy: 0.692308, newly infected:    2503, currently infected:   34689, total fully vaccined:  979165, recovered: 1598275, ballance:  -300675
Day 425 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    2222, currently infected:   33655, total fully vaccined:  993157, recovered: 1601531, ballance:  -269250
Day 426 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    2174, currently infected:   32591, total fully vaccined: 1009048, recovered: 1604769, ballance:  -272125
Day 427 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1182, currently infected:   32233, total fully vaccined: 1019012, recovered: 1606309, ballance:  -275000
Day 428 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     505, currently infected:   31908, total fully vaccined: 1022457, recovered: 1607139, ballance:  -277875
Day 429 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:    2217, currently infected:   30806, total fully vaccined: 1024723, recovered: 1610458, ballance:  -280750
Day 430 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:    2412, currently infected:   29387, total fully vaccined: 1029776, recovered: 1614289, ballance:  -281525
Day 431 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1872, currently infected:   28288, total fully vaccined: 1038107, recovered: 1617260, ballance:  -276000
Day 432 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:    1576, currently infected:   27235, total fully vaccined: 1047503, recovered: 1619889, ballance:  -278875
Day 433 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:    1639, currently infected:   26267, total fully vaccined: 1058219, recovered: 1622496, ballance:  -273350
Day 434 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     726, currently infected:   25678, total fully vaccined: 1068278, recovered: 1623811, ballance:  -263625
Day 435 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     387, currently infected:   25242, total fully vaccined: 1070039, recovered: 1624634, ballance:  -265100
Day 436 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:    1533, currently infected:   24204, total fully vaccined: 1071240, recovered: 1627205, ballance:  -266575
Day 437 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1686, currently infected:   22634, total fully vaccined: 1078450, recovered: 1630461, ballance:  -265250
Day 438 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1280, currently infected:   21411, total fully vaccined: 1087242, recovered: 1632964, ballance:  -267425
Day 439 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:    1231, currently infected:   20420, total fully vaccined: 1096338, recovered: 1635186, ballance:  -270300
Day 440 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1060, currently infected:   19306, total fully vaccined: 1105493, recovered: 1637360, ballance:  -270375
Day 441 -      no restrictions: current guests:    18/   26, occupancy: 0.692308, newly infected:     602, currently infected:   18726, total fully vaccined: 1113274, recovered: 1638542, ballance:  -273250
Day 442 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:     259, currently infected:   18480, total fully vaccined: 1115517, recovered: 1639047, ballance:  -276125
Day 443 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:    1120, currently infected:   17383, total fully vaccined: 1116777, recovered: 1641264, ballance:  -272000
Day 444 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1195, currently infected:   16166, total fully vaccined: 1123498, recovered: 1643676, ballance:  -274875
Day 445 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     788, currently infected:   15082, total fully vaccined: 1136555, recovered: 1645548, ballance:  -242750
Day 446 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     672, currently infected:   14178, total fully vaccined: 1151682, recovered: 1647124, ballance:  -242125
Day 447 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:     684, currently infected:   13223, total fully vaccined: 1178700, recovered: 1648763, ballance:  -245000
Day 448 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     335, currently infected:   12832, total fully vaccined: 1206449, recovered: 1649489, ballance:  -231075
Day 449 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     199, currently infected:   12644, total fully vaccined: 1217620, recovered: 1649876, ballance:  -231150
Day 450 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:     686, currently infected:   11797, total fully vaccined: 1226650, recovered: 1651409, ballance:  -208825
Day 451 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:     655, currently infected:   10766, total fully vaccined: 1260295, recovered: 1653095, ballance:  -211700
Day 452 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     547, currently infected:   10033, total fully vaccined: 1296065, recovered: 1654375, ballance:  -186575
Day 453 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     501, currently infected:    9303, total fully vaccined: 1333558, recovered: 1655606, ballance:  -179650
Day 454 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     454, currently infected:    8697, total fully vaccined: 1380863, recovered: 1656666, ballance:  -176925
Day 455 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     224, currently infected:    8319, total fully vaccined: 1427412, recovered: 1657268, ballance:  -175600
Day 456 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     113, currently infected:    8173, total fully vaccined: 1444506, recovered: 1657527, ballance:  -173575
Day 457 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     508, currently infected:    7561, total fully vaccined: 1458933, recovered: 1658647, ballance:  -176450
Day 458 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     476, currently infected:    6842, total fully vaccined: 1506459, recovered: 1659842, ballance:  -174425
Day 459 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     352, currently infected:    6406, total fully vaccined: 1555279, recovered: 1660630, ballance:  -175200
Day 460 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     432, currently infected:    6166, total fully vaccined: 1609236, recovered: 1661302, ballance:  -178075
Day 461 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     323, currently infected:    5805, total fully vaccined: 1669414, recovered: 1661986, ballance:  -180250
Day 462 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     154, currently infected:    5624, total fully vaccined: 1726794, recovered: 1662321, ballance:  -177525
Day 463 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:      90, currently infected:    5515, total fully vaccined: 1745613, recovered: 1662520, ballance:  -162900
Day 464 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     391, currently infected:    5220, total fully vaccined: 1760736, recovered: 1663206, ballance:  -165775
Day 465 -      no restrictions: current guests:    18/   26, occupancy: 0.692308, newly infected:     384, currently infected:    4949, total fully vaccined: 1816337, recovered: 1663861, ballance:  -168650
Day 466 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     267, currently infected:    4669, total fully vaccined: 1871293, recovered: 1664408, ballance:  -169425
Day 467 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     190, currently infected:    4358, total fully vaccined: 1935795, recovered: 1664909, ballance:  -172300
Day 468 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     183, currently infected:    4087, total fully vaccined: 2006944, recovered: 1665363, ballance:  -173075
Day 469 -      no restrictions: current guests:    20/   26, occupancy: 0.769231, newly infected:      75, currently infected:    3938, total fully vaccined: 2076659, recovered: 1665587, ballance:  -175950
Day 470 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:      41, currently infected:    3866, total fully vaccined: 2097424, recovered: 1665700, ballance:  -178825
Day 471 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     189, currently infected:    3547, total fully vaccined: 2115801, recovered: 1666208, ballance:  -181700
Day 472 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     199, currently infected:    3270, total fully vaccined: 2190137, recovered: 1666684, ballance:  -183175
Day 473 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     134, currently infected:    3052, total fully vaccined: 2262436, recovered: 1667036, ballance:  -183950
Day 474 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     158, currently infected:    2778, total fully vaccined: 2340613, recovered: 1667468, ballance:  -186825
Day 475 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     143, currently infected:    2598, total fully vaccined: 2423630, recovered: 1667791, ballance:  -171500
Day 476 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:      64, currently infected:    2508, total fully vaccined: 2504081, recovered: 1667945, ballance:  -174375
Day 477 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:      57, currently infected:    2475, total fully vaccined: 2533321, recovered: 1668035, ballance:  -177250
Day 478 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     110, currently infected:    2194, total fully vaccined: 2557115, recovered: 1668426, ballance:  -174525
Day 479 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     133, currently infected:    1943, total fully vaccined: 2635628, recovered: 1668810, ballance:  -177400
Day 480 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     196, currently infected:    1872, total fully vaccined: 2717826, recovered: 1669077, ballance:  -177475
Day 481 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     165, currently infected:    1847, total fully vaccined: 2802979, recovered: 1669267, ballance:  -179650
Day 482 -      no restrictions: current guests:    16/   26, occupancy: 0.615385, newly infected:     135, currently infected:    1799, total fully vaccined: 2892926, recovered: 1669450, ballance:  -182525
Day 483 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:      69, currently infected:    1793, total fully vaccined: 2978992, recovered: 1669525, ballance:  -168600
Day 484 -      no restrictions: current guests:    15/   26, occupancy: 0.576923, newly infected:      57, currently infected:    1809, total fully vaccined: 3013761, recovered: 1669566, ballance:  -171475
Day 485 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     168, currently infected:    1788, total fully vaccined: 3040373, recovered: 1669755, ballance:  -136550
Day 486 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     172, currently infected:    1761, total fully vaccined: 3125493, recovered: 1669954, ballance:  -138025
Day 487 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     148, currently infected:    1775, total fully vaccined: 3211897, recovered: 1670088, ballance:  -140900
Day 488 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     173, currently infected:    1790, total fully vaccined: 3302803, recovered: 1670246, ballance:  -143775
Day 489 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     188, currently infected:    1835, total fully vaccined: 3392795, recovered: 1670389, ballance:  -146650
Day 490 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     139, currently infected:    1910, total fully vaccined: 3478583, recovered: 1670453, ballance:  -139725
Day 491 -      no restrictions: current guests:    14/   26, occupancy: 0.538462, newly infected:     105, currently infected:    1958, total fully vaccined: 3510058, recovered: 1670510, ballance:  -142600
Day 492 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     130, currently infected:    1978, total fully vaccined: 3531830, recovered: 1670620, ballance:  -144075
Day 493 -      no restrictions: current guests:    20/   26, occupancy: 0.769231, newly infected:     107, currently infected:    1952, total fully vaccined: 3557175, recovered: 1670753, ballance:  -146950
Day 494 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:     342, currently infected:    2098, total fully vaccined: 3584788, recovered: 1670949, ballance:  -148425
Day 495 -      no restrictions: current guests:    16/   26, occupancy: 0.615385, newly infected:     272, currently infected:    2205, total fully vaccined: 3663708, recovered: 1671114, ballance:  -150600
Day 496 -      no restrictions: current guests:    16/   26, occupancy: 0.615385, newly infected:     291, currently infected:    2361, total fully vaccined: 3733970, recovered: 1671249, ballance:  -153475
Day 497 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     169, currently infected:    2461, total fully vaccined: 3803178, recovered: 1671318, ballance:  -154950
Day 498 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     145, currently infected:    2549, total fully vaccined: 3831764, recovered: 1671375, ballance:  -157825
Day 499 -      no restrictions: current guests:    12/   26, occupancy: 0.461538, newly infected:     249, currently infected:    2630, total fully vaccined: 3854620, recovered: 1671543, ballance:  -160700
Day 500 -      no restrictions: current guests:    20/   26, occupancy: 0.769231, newly infected:     328, currently infected:    2786, total fully vaccined: 3923650, recovered: 1671715, ballance:  -161475
Day 501 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     275, currently infected:    2913, total fully vaccined: 3993455, recovered: 1671863, ballance:   -56550
Day 502 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     235, currently infected:    2975, total fully vaccined: 4065362, recovered: 1672036, ballance:   -59425
Day 503 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     240, currently infected:    3027, total fully vaccined: 4131299, recovered: 1672224, ballance:   -61600
Day 504 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     204, currently infected:    3092, total fully vaccined: 4203942, recovered: 1672363, ballance:   -64475
Day 505 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     118, currently infected:    3105, total fully vaccined: 4235336, recovered: 1672468, ballance:   -63850
Day 506 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:     227, currently infected:    3202, total fully vaccined: 4261303, recovered: 1672598, ballance:   -66725
Day 507 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     313, currently infected:    3408, total fully vaccined: 4328269, recovered: 1672705, ballance:   -69600
Day 508 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     248, currently infected:    3314, total fully vaccined: 4395244, recovered: 1673047, ballance:   -70375
Day 509 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     207, currently infected:    3249, total fully vaccined: 4458640, recovered: 1673319, ballance:   -73250
Day 510 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     200, currently infected:    3158, total fully vaccined: 4517194, recovered: 1673610, ballance:   -75425
Day 511 -      no restrictions: current guests:    19/   26, occupancy: 0.730769, newly infected:      69, currently infected:    3058, total fully vaccined: 4571870, recovered: 1673779, ballance:   -78300
Day 512 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     138, currently infected:    3051, total fully vaccined: 4599491, recovered: 1673924, ballance:   -74175
Day 513 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     217, currently infected:    3019, total fully vaccined: 4621587, recovered: 1674173, ballance:   -77050
Day 514 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     253, currently infected:    2944, total fully vaccined: 4670199, recovered: 1674501, ballance:   -77825
Day 515 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     202, currently infected:    2871, total fully vaccined: 4716758, recovered: 1674776, ballance:   -38700
Day 516 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     210, currently infected:    2846, total fully vaccined: 4762669, recovered: 1675011, ballance:   -41575
Day 517 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     147, currently infected:    2753, total fully vaccined: 4804545, recovered: 1675251, ballance:   -12950
Day 518 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     118, currently infected:    2667, total fully vaccined: 4847027, recovered: 1675455, ballance:    -6025
Day 519 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:      75, currently infected:    2624, total fully vaccined: 4866525, recovered: 1675573, ballance:    -7500
Day 520 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     157, currently infected:    2554, total fully vaccined: 4882672, recovered: 1675800, ballance:    -6175
Day 521 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     257, currently infected:    2498, total fully vaccined: 4920168, recovered: 1676113, ballance:     3550
Day 522 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     227, currently infected:    2477, total fully vaccined: 4958212, recovered: 1676361, ballance:      675
Day 523 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     167, currently infected:    2437, total fully vaccined: 4994893, recovered: 1676568, ballance:    -1500
Day 524 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     149, currently infected:    2386, total fully vaccined: 5035308, recovered: 1676768, ballance:     5425
Day 525 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     180, currently infected:    2497, total fully vaccined: 5078530, recovered: 1676837, ballance:     6750
Day 526 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     104, currently infected:    2463, total fully vaccined: 5096668, recovered: 1676975, ballance:     6675
Day 527 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     169, currently infected:    2415, total fully vaccined: 5112397, recovered: 1677192, ballance:    82200
Day 528 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     271, currently infected:    2433, total fully vaccined: 5157398, recovered: 1677445, ballance:    80025
Day 529 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     225, currently infected:    2456, total fully vaccined: 5196915, recovered: 1677647, ballance:    96750
Day 530 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     193, currently infected:    2439, total fully vaccined: 5239998, recovered: 1677857, ballance:   102275
